1,b,1,F,4
2,2,4,B,4
1,,,C,5
1,,,C,5
2,,,D,5
1,,,C,5
1,,,B,4
2,,,B,4
1,,,A,4
1,,,G,4
1.5,,,F,4
0.5,,,G,4
1,,,F,4
1,,,E,4
1,,,D,4
1,,,F,4
1,,,B,4
1,,,D,5
1,,,C,5
1,,,F,4
1,,,G,4
1,,,E,5
1,,,D,5
1,,,C,5
1,,,B,4
1,,,A,4
3,,,B,4
1,,,F,4
2,,,B,4
1,,,C,5
1,,,C,5
2,,,D,5
1,,,C,5
1,,,B,4
2,,,B,4
1,,,A,4
1,,,G,4
1.5,,,F,4
0.5,,,G,4
1,,,F,4
1,,,E,4
1,,,D,4
1,,,F,4
1,,,B,4
1,,,D,5
1,,,C,5
1,,,F,4
1,,,G,4
1,,,E,5
1,,,D,5
1,,,C,5
1,,,B,4
1,,,A,4
3,,,B,4
1,,,F,4
2,,,F,4
1,,,D,4
1,,,F,4
2,,,F,4
1,,,D,4
1,,,F,4
1,,,B,4
1,,,D,5
1,,,C,5
1,,,B,4
1,,,A,4
1,,,G,4
0.5,,,F,4
0.5,,,G,4
0.5,,,A,4
0.5,,,F,4
2,,,B,4
1,,,C,5
1,,,D,5
2,,,G,4
1,,,A,4
1,,,B,4
2,,,E,5
1.5,,,D,5
0.5,,,C,5
3,,,C,5
1,,,C,5
1,,,D,5
1,,,B,4
1,,,C,5
1,,,D,5
2,,,G,4
1,,,E,5
1,,,D,5
1.5,,,C,5
0.5,,,D,5
1,,,C,5
1,,,B,4
1,,,A,4
1,,,G,4
0.5,,,F,4
0.5,,,G,4
0.5,,,A,4
0.5,,,F,4
1.5,,,B,4
0.5,,,C,5
0.5,,,D,5
0.5,,,C,5
0.5,,,B,4
0.5,,,A,4
1,,,G,4
1,,,E,5
1,,,D,5
1,,,C,5
2,,,B,4
1,,,A,4
1,,,A,4
3,,,B,4
